id,recorded_at,btc_price,btc_market_cap,btc_volume_24h,network_hashrate,network_difficulty,block_reward,fear_greed_index,price_change_1h,price_change_24h,price_change_7d,source,created_at,current_block_height,median_time,total_work,sync_progress,blocks_until_adjustment
1889,2025-07-24 02:05:30.781961,119128.0,0.0,26661825534.0,859.95,126271255279307.0,3.13320055,71.0,0.017,-0.3644,0.1162,mempool+blockchain,2025-07-24 02:05:31.021410,,,,,
1883,2025-07-24 01:03:27.885479,119107.0,0.0,26657125561.0,853.67,126271255279307.0,3.13937561,71.0,0.319,-0.37,0.3322,mempool+blockchain,2025-07-24 01:03:31.001038,,,,,
11509,2025-08-22 05:33:33.516010,112964.0,2247313238671.0,31828487729.0,926.53,129435235580344.8,3.13773593,50.0,-0.091,-0.7661,-5.1117,mempool+blockchain,2025-08-22 05:33:33.802262,,,,,
11619,2025-08-23 03:04:25.681680,115787.0,2305728916509.0,51898592354.0,915.53,129699156960680.9,3.13385703,60.0,-0.5535,2.3034,-1.8382,mempool+blockchain,2025-08-23 03:04:25.867392,,,,,
11751,2025-08-24 00:54:57.785712,115365.0,2296821707636.0,25542927340.0,986.45,129699156960680.9,3.13117713,53.0,0.0827,-1.297,-1.8041,mempool+blockchain,2025-08-24 00:54:57.970723,,,,,
11867,2025-08-25 00:13:47.589051,113435.0,2258261021469.0,43151440994.0,1050.92,129699156960680.9,3.12967999,47.0,-0.0411,-1.6535,-3.4757,mempool+blockchain,2025-08-25 00:13:47.800887,,,,,
11978,2025-08-26 01:07:32.320631,109362.0,2170290053971.0,59578961234.0,954.21,129699156960680.9,3.14126537,48.0,-0.3865,-3.0135,-5.9779,mempool+blockchain,2025-08-26 01:07:32.628710,,,,,
1973,2025-07-25 07:01:28.926808,115319.0,0.0,25752470383.0,853.67,126271255279307.0,3.14121653,70.0,-0.0969,-1.7993,-4.2989,mempool+blockchain,2025-07-25 07:01:30.044248,,,,,
1970,2025-07-25 05:05:52.271813,116017.0,0.0,25908344301.0,872.5,126271255279307.0,3.12684339,70.0,0.5337,-1.5676,-3.5467,mempool+blockchain,2025-07-25 05:05:53.188251,,,,,
1960,2025-07-25 02:07:22.606886,117373.0,0.0,26211159534.0,841.12,126271255279307.0,3.16093038,70.0,-0.2991,-1.479,-2.0072,mempool+blockchain,2025-07-25 02:07:24.124726,,,,,
1957,2025-07-25 01:07:39.081343,117716.0,0.0,26287756602.0,859.95,126271255279306.98,3.13261816,70.0,-0.5591,-1.1651,-1.4509,mempool+blockchain,2025-07-25 01:07:39.998819,,,,,
1955,2025-07-25 00:06:49.344154,118382.0,0.0,26436484438.0,872.5,126271255279307.0,3.16545397,70.0,0.0457,-0.2892,-1.2636,mempool+blockchain,2025-07-25 00:06:50.461042,,,,,
11510,2025-08-22 05:35:40.416664,113005.0,2249140096514.0,31953655614.0,926.53,129435235580344.8,3.13773593,50.0,-0.0551,-0.7305,-5.0777,mempool+blockchain,2025-08-22 05:35:40.599841,,,,,
11620,2025-08-23 03:05:00.762082,115769.0,2305728916509.0,51900095764.0,915.53,129699156960680.9,3.13385703,60.0,-0.5685,2.288,-1.853,mempool+blockchain,2025-08-23 03:05:00.945905,,,,,
11752,2025-08-24 00:56:04.971573,115364.0,2296821707636.0,27078911429.0,986.45,129699156960680.9,3.13117713,53.0,0.0816,-1.2981,-1.8052,mempool+blockchain,2025-08-24 00:56:05.168549,,,,,
11868,2025-08-25 00:24:15.484716,113280.0,2256761180377.0,41343868790.0,1038.03,129699156960680.9,3.15226761,47.0,-0.2378,-1.7961,-3.6076,mempool+blockchain,2025-08-25 00:24:16.301936,,,,,
11979,2025-08-26 01:09:00.005324,109507.0,2170290053971.0,59328369053.0,954.21,129699156960680.9,3.14126537,48.0,-0.254,-2.8844,-5.8528,mempool+blockchain,2025-08-26 01:09:00.522053,,,,,
1966,2025-07-25 04:06:35.506658,115458.0,2120000000000.0,20000000000.0,872.5,126271255279307.0,3.18377077,70.0,,,,mempool+blockchain,2025-07-25 04:06:36.476046,,,,,
2025,2025-07-26 02:20:44.442383,117343.0,0.0,26146592301.0,960.38,127620086886391.8,3.14649267,72.0,-0.1042,0.1017,-0.6557,mempool+blockchain,2025-07-26 02:20:44.665923,,,,,
1978,2025-07-25 09:07:44.816850,115160.0,0.0,25716963287.0,916.44,126271255279307.0,3.14311311,70.0,-0.2807,-3.0753,-2.972,mempool+blockchain,2025-07-25 09:07:45.643682,,,,,
11511,2025-08-22 05:38:15.150917,113102.0,2249140096514.0,32174891094.0,926.53,129435235580344.8,3.13773593,50.0,-0.0001,-0.6404,-4.9962,mempool+blockchain,2025-08-22 05:38:15.331565,,,,,
11621,2025-08-23 03:07:34.580967,115705.0,2305728916509.0,52031107728.0,915.53,129699156960680.9,3.13385703,60.0,-0.6239,2.231,-1.9077,mempool+blockchain,2025-08-23 03:07:34.764364,,,,,
11753,2025-08-24 01:00:51.094277,115325.0,2296736982228.0,27296291197.0,986.45,129699156960680.9,3.15398914,53.0,-0.0304,-1.3597,-1.8384,mempool+blockchain,2025-08-24 01:00:51.335460,,,,,
11869,2025-08-25 00:28:49.385902,113179.0,2253527439906.0,41465976127.0,1038.03,129699156960680.9,3.15226761,47.0,-0.3265,-1.9032,-3.6932,mempool+blockchain,2025-08-25 00:28:49.579606,,,,,
2054,2025-07-26 08:07:38.031941,117367.0,0.0,26151940027.0,945.26,127620086886391.8,3.14311577,72.0,-0.0077,1.6307,-0.7459,mempool+blockchain,2025-07-26 08:07:38.947875,,,,,
2043,2025-07-26 05:04:23.378427,117514.0,0.0,26184694849.0,945.26,127620086886391.8,3.14661664,72.0,-0.0079,1.3142,-0.6986,mempool+blockchain,2025-07-26 05:04:25.573840,,,,,
2039,2025-07-26 04:00:22.138350,117569.0,0.0,26196950054.0,964.29,127620086886391.8,3.15280267,72.0,0.0307,1.8213,-0.6423,mempool+blockchain,2025-07-26 04:00:25.555311,,,,,
2037,2025-07-26 03:05:34.258639,117544.0,0.0,26191379506.0,964.29,127620086886391.8,3.15498008,72.0,0.2521,0.9698,-0.6549,mempool+blockchain,2025-07-26 03:05:35.176837,,,,,
11512,2025-08-22 05:46:46.259443,113063.0,2250787941695.0,32043270940.0,926.53,129435235580344.8,3.17450342,50.0,0.077,-0.7321,-5.0284,mempool+blockchain,2025-08-22 05:46:47.476279,,,,,
11622,2025-08-23 03:07:50.024390,115705.0,2305728916509.0,52031107728.0,915.53,129699156960680.9,3.13385703,60.0,-0.6239,2.231,-1.9077,mempool+blockchain,2025-08-23 03:07:51.240209,,,,,
11754,2025-08-24 01:06:03.591843,115296.0,2295324253581.0,27233963518.0,986.45,129699156960680.9,3.15398914,53.0,-0.0321,-1.3218,-1.7902,mempool+blockchain,2025-08-24 01:06:04.309438,,,,,
11870,2025-08-25 00:41:07.184634,112660.0,2244910490011.0,42997647937.0,1038.03,129699156960680.9,3.14165542,47.0,-0.7933,-2.3629,-4.1349,mempool+blockchain,2025-08-25 00:41:08.002330,,,,,
2113,2025-07-27 08:06:45.401217,118155.0,0.0,26269255479.0,888.16,127620086886391.8,3.1530779,73.0,-0.1184,0.6695,0.2124,mempool+blockchain,2025-07-27 08:06:46.521480,,,,,
2111,2025-07-27 07:23:26.830647,118218.0,0.0,26283262191.0,894.51,127620086886391.8,3.16171282,73.0,-0.092,0.7276,0.2666,mempool+blockchain,2025-07-27 07:23:29.646566,,,,,
2109,2025-07-27 06:10:35.103427,118297.0,0.0,26300826164.0,957.95,127620086886391.8,3.14240391,73.0,0.0673,0.7278,0.3277,mempool+blockchain,2025-07-27 06:10:36.020090,,,,,
2104,2025-07-27 04:02:50.319978,118213.0,0.0,26282150547.0,945.26,127620086886391.8,3.13692976,73.0,-0.0953,0.5876,0.1552,mempool+blockchain,2025-07-27 04:02:53.435558,,,,,
2097,2025-07-27 02:00:42.518866,118130.0,0.0,26263697260.0,913.54,127620086886391.8,3.13771862,73.0,0.1692,0.7516,0.1448,mempool+blockchain,2025-07-27 02:00:45.537894,,,,,
2094,2025-07-27 01:12:40.934702,118028.0,0.0,26241019726.0,913.54,127620086886391.8,3.14544366,73.0,0.1058,0.4775,0.0594,mempool+blockchain,2025-07-27 01:12:44.050751,,,,,
2092,2025-07-27 00:07:27.595999,117930.0,0.0,26219231506.0,932.57,127620086886391.8,3.12771898,73.0,-0.1283,0.3472,0.0192,mempool+blockchain,2025-07-27 00:07:28.612601,,,,,
11513,2025-08-22 05:47:41.714955,113063.0,2250787941695.0,32043270940.0,926.53,129435235580344.8,3.17450342,50.0,0.077,-0.7321,-5.0284,mempool+blockchain,2025-08-22 05:47:42.930349,,,,,
11623,2025-08-23 03:10:26.739527,115771.0,2303842374536.0,51967710774.0,915.53,129699156960680.9,3.16548098,60.0,-0.4193,2.2074,-1.8513,mempool+blockchain,2025-08-23 03:10:26.913196,,,,,
11755,2025-08-24 01:19:54.786301,115349.0,2295206177336.0,25471592766.0,992.9,129699156960680.9,3.14199421,53.0,0.0041,-1.1471,-1.7451,mempool+blockchain,2025-08-24 01:19:54.966547,,,,,
11871,2025-08-25 00:43:50.548896,112471.0,2244910490011.0,44470659935.0,1038.03,129699156960680.9,3.14165542,47.0,-1.0084,-2.5962,-4.2954,mempool+blockchain,2025-08-25 00:43:50.733059,,,,,
2159,2025-07-28 05:15:55.299418,119286.0,0.0,26461883342.0,837.41,127620086886391.8,3.13261822,75.0,-0.0757,0.8929,0.6412,mempool+blockchain,2025-07-28 05:15:56.215926,,,,,
2156,2025-07-28 04:05:41.870910,119333.0,0.0,26472309616.0,837.41,127620086886391.8,3.14031239,75.0,-0.0918,0.9412,1.0415,mempool+blockchain,2025-07-28 04:05:42.588580,,,,,
2152,2025-07-28 03:02:39.485162,119443.0,0.0,26496711534.0,831.07,127620086886391.8,3.13151098,75.0,0.3278,0.9438,1.863,mempool+blockchain,2025-07-28 03:02:42.502871,,,,,
2146,2025-07-28 00:02:01.004005,119448.0,0.0,26497820712.0,799.35,127620086886391.8,3.13583388,75.0,-0.0551,1.3099,1.6155,mempool+blockchain,2025-07-28 00:02:02.220202,,,,,
11514,2025-08-22 05:53:16.342292,113179.0,2253433008286.0,32300114085.0,932.97,129435235580344.8,3.13702081,50.0,0.3229,-0.6805,-4.9314,mempool+blockchain,2025-08-22 05:53:16.537979,,,,,
11624,2025-08-23 03:11:23.753504,115771.0,2303842374536.0,51967710774.0,915.53,129699156960680.9,3.16548098,60.0,-0.4193,2.2074,-1.8513,mempool+blockchain,2025-08-23 03:11:23.935112,,,,,
11756,2025-08-24 01:22:39.391757,115259.0,2296074562927.0,25607006421.0,992.9,129699156960680.9,3.14199421,53.0,-0.0737,-1.224,-1.8215,mempool+blockchain,2025-08-24 01:22:40.008852,,,,,
11872,2025-08-25 00:57:57.984557,112578.0,2241115890085.0,41518988034.0,1050.92,129699156960680.9,3.14165542,47.0,-0.7444,-2.3826,-4.2046,mempool+blockchain,2025-08-25 00:57:58.801816,,,,,
2226,2025-07-29 07:13:45.771693,118900.0,0.0,26317619178.0,716.88,127620086886391.8,3.1624722,73.0,0.0775,-0.1735,1.3643,mempool+blockchain,2025-07-29 07:13:51.789678,,,,,
2224,2025-07-29 06:20:21.907873,118871.0,0.0,26311200246.0,723.22,127620086886391.8,3.16711728,73.0,0.189,-0.588,1.3295,mempool+blockchain,2025-07-29 06:20:22.925357,,,,,
2220,2025-07-29 05:05:34.337672,118534.0,0.0,26236607835.0,767.63,127620086886391.8,3.15763435,73.0,-0.1093,-0.5823,1.1264,mempool+blockchain,2025-07-29 05:05:35.154663,,,,,
2205,2025-07-29 00:00:55.970895,117967.0,0.0,26111106657.0,907.2,127620086886391.8,3.15709593,73.0,0.0466,-1.2392,0.5605,mempool+blockchain,2025-07-29 00:00:59.486261,,,,,
11515,2025-08-22 06:02:34.414714,113190.0,2254287093239.0,31954071396.0,932.97,129435235580344.8,3.13342247,50.0,0.3569,-0.6573,-4.8325,mempool+blockchain,2025-08-22 06:02:35.330389,,,,,
11625,2025-08-23 03:24:41.323688,115629.0,2302106156619.0,52661284311.0,915.53,129699156960680.9,3.14207928,60.0,-0.358,2.1199,-1.9718,mempool+blockchain,2025-08-23 03:24:42.040789,,,,,
11757,2025-08-24 01:25:15.048643,115249.0,2296074562927.0,25471322193.0,986.45,129699156960680.9,3.14199421,53.0,-0.0885,-1.2132,-1.8298,mempool+blockchain,2025-08-24 01:25:15.233845,,,,,
11873,2025-08-25 00:58:51.849362,112588.0,2241115890085.0,41499774502.0,1050.92,129699156960680.9,3.14165542,47.0,-0.7358,-2.3741,-4.1963,mempool+blockchain,2025-08-25 00:58:52.059163,,,,,
2289,2025-07-30 09:02:54.190646,118393.0,0.0,26147012958.0,824.72,127620086886391.8,3.1653404,74.0,0.2038,-0.4159,0.015,mempool+blockchain,2025-07-30 09:02:55.007757,,,,,
2285,2025-07-30 08:05:11.826268,118126.0,0.0,26088046191.0,793.0,127620086886391.8,3.13627577,74.0,-0.1512,-0.7197,-0.297,mempool+blockchain,2025-07-30 08:05:12.744125,,,,,
2277,2025-07-30 06:05:36.433964,118005.0,0.0,26061323424.0,773.97,127620086886391.8,3.14831876,74.0,0.0816,-0.6892,-0.7632,mempool+blockchain,2025-07-30 06:05:37.651215,,,,,
2271,2025-07-30 03:03:03.497654,118010.0,0.0,26062427671.0,735.91,127620086886391.8,3.14635273,74.0,0.1338,-0.0413,-1.3063,mempool+blockchain,2025-07-30 03:03:06.453794,,,,,
2265,2025-07-30 01:21:56.619833,117611.0,0.0,25974308794.0,685.16,127620086886391.8,3.14501546,74.0,-0.242,-0.4028,-1.7249,mempool+blockchain,2025-07-30 01:21:57.304994,,,,,
2262,2025-07-30 00:07:04.382020,117833.0,0.0,26023337342.0,672.47,127620086886391.8,3.17518181,74.0,-0.0045,-0.2521,-1.7303,mempool+blockchain,2025-07-30 00:07:05.498804,,,,,
11516,2025-08-22 06:08:17.806316,113088.0,2252119417067.0,32218656548.0,926.53,129435235580344.8,3.13760181,50.0,0.1526,-0.6719,-5.0039,mempool+blockchain,2025-08-22 06:08:18.101765,,,,,
11626,2025-08-23 03:26:25.079709,115666.0,2302106156619.0,52620233849.0,915.53,129699156960680.9,3.132662,60.0,-0.3264,2.1522,-1.9407,mempool+blockchain,2025-08-23 03:26:25.280526,,,,,
11758,2025-08-24 01:38:59.291783,115295.0,2294923600930.0,26784635520.0,967.11,129699156960680.9,3.15716793,53.0,-0.0835,-1.0377,-1.7913,mempool+blockchain,2025-08-24 01:39:00.009343,,,,,
11874,2025-08-25 01:13:53.557038,112841.0,2246302173152.0,43585128698.0,1038.03,129699156960680.9,3.15877433,47.0,-0.4844,-2.1785,-3.9811,mempool+blockchain,2025-08-25 01:13:53.767429,,,,,
2352,2025-07-31 08:12:45.322346,118637.0,0.0,26142394273.0,799.35,127620086886391.8,3.15435761,72.0,-0.0161,0.4647,1.0349,mempool+blockchain,2025-07-31 08:12:48.281002,,,,,
2346,2025-07-31 05:15:21.457825,118426.0,0.0,26095899123.0,812.04,127620086886391.8,3.13887395,72.0,-0.0058,0.4497,-0.1222,mempool+blockchain,2025-07-31 05:15:22.475814,,,,,
2338,2025-07-31 02:07:24.813797,118022.0,0.0,26006875232.0,799.35,127620086886391.8,3.14098745,72.0,-0.3177,0.1275,-0.9033,mempool+blockchain,2025-07-31 02:07:25.832287,,,,,
11517,2025-08-22 06:12:41.868986,113192.0,2252119417067.0,32093403064.0,926.53,129435235580344.8,3.13422684,50.0,0.2044,-0.3938,-4.9161,mempool+blockchain,2025-08-22 06:12:42.150906,,,,,
11627,2025-08-23 03:41:26.311427,115556.0,2301520769611.0,52662357996.0,928.42,129699156960680.9,3.14019411,60.0,-0.1314,2.1228,-2.0339,mempool+blockchain,2025-08-23 03:41:26.503997,,,,,
11759,2025-08-24 01:40:16.250202,115317.0,2294923600930.0,27140093185.0,967.11,129699156960680.9,3.13187755,53.0,-0.064,-1.0184,-1.7721,mempool+blockchain,2025-08-24 01:40:16.459345,,,,,
11875,2025-08-25 01:14:49.684859,112810.0,2246302173152.0,43884288245.0,1038.03,129699156960680.9,3.15877433,47.0,-0.5112,-2.2049,-4.007,mempool+blockchain,2025-08-25 01:14:50.702844,,,,,
2411,2025-08-01 06:29:04.919748,115397.0,0.0,25371532191.0,964.29,127620086886391.8,3.14494697,65.0,-0.1564,-2.5206,-0.1108,mempool+blockchain,2025-08-01 06:29:06.036642,,,,,
2410,2025-08-01 05:14:04.976526,115835.0,0.0,25467832191.0,938.92,127620086886391.8,3.13426936,65.0,0.3515,-2.2067,-0.0921,mempool+blockchain,2025-08-01 05:14:05.593518,,,,,
2406,2025-08-01 04:05:50.070104,115593.0,0.0,25414625342.0,938.92,127620086886391.8,3.13654575,65.0,-0.2515,-2.4096,-0.71,mempool+blockchain,2025-08-01 04:05:51.188301,,,,,
2402,2025-08-01 03:04:32.299896,115903.0,0.0,25482782876.0,945.26,127620086886391.8,3.14376923,65.0,0.5515,-2.1299,-1.2445,mempool+blockchain,2025-08-01 03:04:33.684544,,,,,
2401,2025-08-01 02:06:17.380775,115286.0,0.0,25347127397.0,957.95,127620086886391.8,3.15746786,65.0,-0.1491,-2.3909,-2.0645,mempool+blockchain,2025-08-01 02:06:18.497221,,,,,
2394,2025-08-01 01:04:11.029206,115351.0,0.0,25361418493.0,945.26,127620086886391.8,3.13244939,65.0,-0.284,-2.5581,-2.4988,mempool+blockchain,2025-08-01 01:04:11.746472,,,,,
2391,2025-08-01 00:07:43.625500,115745.0,0.0,25448044520.0,926.23,127620086886391.8,3.13925755,65.0,-0.3159,-1.797,-2.4342,mempool+blockchain,2025-08-01 00:07:44.940631,,,,,
11518,2025-08-22 06:14:12.663350,113244.0,2252119417067.0,32234043500.0,926.53,129435235580344.8,3.13422684,50.0,0.2102,-0.3499,-4.8725,mempool+blockchain,2025-08-22 06:14:12.848923,,,,,
11628,2025-08-23 03:41:32.231052,115556.0,2301520769611.0,52662357996.0,928.42,129699156960680.9,3.14019411,60.0,-0.1314,2.1228,-2.0339,mempool+blockchain,2025-08-23 03:41:32.940388,,,,,
11760,2025-08-24 01:54:04.392295,115438.0,2298627021725.0,26682786172.0,992.9,129699156960680.9,3.13162473,53.0,0.0642,-0.8131,-1.6691,mempool+blockchain,2025-08-24 01:54:05.109329,,,,,
2417,2025-08-01 09:13:53.364463,114969.0,0.0,25277430821.0,938.92,127620086886391.8,3.14319454,65.0,0.262,-2.9739,-0.1908,mempool+blockchain,2025-08-01 09:13:56.981811,,,,,
11761,2025-08-24 01:55:17.499607,115442.0,2298627021725.0,26801783923.0,992.9,129699156960680.9,3.13162473,53.0,0.068,-0.8094,-1.6654,mempool+blockchain,2025-08-24 01:55:17.718099,,,,,
2482,2025-08-02 09:25:00.784405,113792.0,0.0,24962535452.0,869.13,127620086886391.8,3.13689648,55.0,-0.1364,-1.1604,-3.0368,mempool+blockchain,2025-08-02 09:25:03.633667,,,,,
2480,2025-08-02 08:13:20.752975,113927.0,0.0,24992150383.0,900.85,127620086886391.8,3.15015014,55.0,0.2496,-0.6546,-2.9218,mempool+blockchain,2025-08-02 08:13:21.369826,,,,,
2476,2025-08-02 06:12:47.562231,113837.0,0.0,24972407095.0,856.44,127620086886391.8,3.13845956,55.0,-0.0824,-1.4812,-3.1282,mempool+blockchain,2025-08-02 06:12:50.606779,,,,,
2471,2025-08-02 04:06:50.748607,113856.0,0.0,24976575123.0,850.1,127620086886391.8,3.14820748,55.0,0.1609,-1.3649,-3.137,mempool+blockchain,2025-08-02 04:06:51.863947,,,,,
2468,2025-08-02 03:07:24.926050,113674.0,0.0,24936649808.0,869.13,127620086886391.8,3.17880649,55.0,0.0264,-1.8842,-3.1042,mempool+blockchain,2025-08-02 03:07:25.842852,,,,,
2466,2025-08-02 02:05:18.800633,113587.0,0.0,24917564630.0,894.51,127620086886391.8,3.1852354,55.0,-0.2122,-1.4706,-3.2986,mempool+blockchain,2025-08-02 02:05:19.617868,,,,,
11762,2025-08-24 02:10:12.392257,115546.0,2299910044629.0,26860063207.0,973.55,129699156960680.9,3.12822362,53.0,0.1999,-0.7511,-1.5534,mempool+blockchain,2025-08-24 02:10:13.108710,,,,,
2552,2025-08-03 00:00:43.086457,112551.0,0.0,24634792849.0,869.13,127620086886391.8,3.16138415,53.0,-0.2825,-0.6397,-4.7006,mempool+blockchain,2025-08-03 00:00:43.542410,,,,,
11763,2025-08-24 02:10:26.953471,115546.0,2299910044629.0,26860063207.0,973.55,129699156960680.9,3.12822362,53.0,0.1999,-0.7511,-1.5534,mempool+blockchain,2025-08-24 02:10:27.163228,,,,,
2625,2025-08-04 05:00:30.158957,114370.0,0.0,24976527945.0,957.95,127620086886391.8,3.13933982,64.0,-0.198,0.8232,-4.2784,mempool+blockchain,2025-08-04 05:00:30.776627,,,,,
2619,2025-08-04 03:01:51.373819,114780.0,0.0,25066065205.0,907.2,127620086886391.8,3.1337242,64.0,0.0671,1.1661,-3.5886,mempool+blockchain,2025-08-04 03:01:54.289983,,,,,
2615,2025-08-04 02:04:41.742533,114681.0,0.0,25044445232.0,938.92,127620086886391.8,3.125,64.0,-0.1675,1.3729,-3.8576,mempool+blockchain,2025-08-04 02:04:43.559081,,,,,
2613,2025-08-04 01:03:10.703675,114869.0,0.0,25085501342.0,932.57,127620086886391.8,3.14760562,64.0,0.5552,1.7491,-3.8881,mempool+blockchain,2025-08-04 01:03:14.520637,,,,,
2595,2025-08-03 18:05:24.540471,114087.0,0.0,24970987479.0,831.07,127620086886391.8,3.15385914,53.0,0.0169,1.1781,-4.1922,mempool+blockchain,2025-08-03 18:05:25.455858,,,,,
2593,2025-08-03 17:05:37.994131,113984.0,0.0,24948443178.0,850.1,127620086886391.8,3.14710977,53.0,0.0476,0.7109,-3.7473,mempool+blockchain,2025-08-03 17:05:39.211816,,,,,
11764,2025-08-24 02:23:46.325130,115441.0,2299512905237.0,26613654073.0,986.45,129699156960680.9,3.14190722,53.0,0.1601,-0.5204,-1.6434,mempool+blockchain,2025-08-24 02:23:46.508497,,,,,
2590,2025-08-03 16:05:50.013610,113926.0,2267190218713.0,29715381099.0,888.16,127620086886391.8,3.15450635,53.0,0.1747,0.9307,-3.7936,mempool+blockchain,2025-08-03 16:05:50.593469,,,,,
2640,2025-08-04 09:00:07.513778,114513.0,0.0,25007756794.0,996.01,127620086886391.8,3.15856553,64.0,-0.1461,0.7669,-3.7211,mempool+blockchain,2025-08-04 09:00:10.331035,,,,,
2629,2025-08-04 06:06:55.175599,114399.0,0.0,24982861068.0,957.95,127620086886391.8,3.14065718,64.0,0.0439,0.7542,-4.0605,mempool+blockchain,2025-08-04 06:06:56.392268,,,,,
11765,2025-08-24 02:25:18.992156,115454.0,2299512905237.0,26465792062.0,986.45,129699156960680.9,3.14190722,53.0,0.2009,-0.5086,-1.6318,mempool+blockchain,2025-08-24 02:25:19.709409,,,,,
2702,2025-08-05 09:16:49.811747,114401.0,0.0,24926880904.0,996.01,127620086886391.8,3.13152587,60.0,0.3731,-0.1348,-3.7574,mempool+blockchain,2025-08-05 09:16:52.827958,,,,,
2698,2025-08-05 07:04:47.085779,114151.0,0.0,24872408301.0,1021.39,127620086886391.8,3.16520293,60.0,-0.1936,-0.2608,-3.9602,mempool+blockchain,2025-08-05 07:04:47.602721,,,,,
2696,2025-08-05 06:07:16.908425,114397.0,0.0,24926009342.0,1027.73,127620086886391.8,3.15707711,60.0,0.0262,-0.0111,-3.6833,mempool+blockchain,2025-08-05 06:07:19.825576,,,,,
2694,2025-08-05 04:06:58.750205,114231.0,0.0,24889839534.0,1021.39,127620086886391.8,3.15402439,60.0,-0.2968,-0.3397,-3.6919,mempool+blockchain,2025-08-05 04:06:59.766334,,,,,
2690,2025-08-05 03:05:57.870264,114687.0,0.0,24989197561.0,1034.08,127620086886391.8,3.13147565,60.0,-0.0463,-0.0819,-2.6701,mempool+blockchain,2025-08-05 03:05:58.779771,,,,,
2686,2025-08-05 01:07:35.777473,114925.0,0.0,25041055479.0,1046.76,127620086886391.8,3.14278896,60.0,-0.0941,0.0465,-2.6107,mempool+blockchain,2025-08-05 01:07:36.893601,,,,,
11766,2025-08-24 02:27:46.503148,115503.0,2299348538097.0,26632158181.0,992.9,129699156960680.9,3.14190722,53.0,0.2433,-0.4665,-1.5901,mempool+blockchain,2025-08-24 02:27:47.120252,,,,,
2776,2025-08-06 09:30:01.422418,114163.0,0.0,24818723424.0,837.41,127620086886391.8,3.1288385,54.0,0.0887,-0.3368,-3.392,mempool+blockchain,2025-08-06 09:30:02.404490,,,,,
2773,2025-08-06 07:27:33.752661,114192.0,0.0,24825027945.0,894.51,127620086886391.8,3.15946098,54.0,0.1817,-0.0779,-3.4508,mempool+blockchain,2025-08-06 07:27:34.669546,,,,,
2768,2025-08-06 05:07:46.104025,113522.0,0.0,24679371780.0,805.69,127620086886391.8,3.1329312,54.0,0.0425,-0.7754,-3.9289,mempool+blockchain,2025-08-06 05:07:46.947774,,,,,
2765,2025-08-06 04:03:14.443579,113528.0,0.0,24680676164.0,805.69,127620086886391.8,3.1461588,54.0,-0.0989,-0.6105,-3.8116,mempool+blockchain,2025-08-06 04:03:15.360521,,,,,
2762,2025-08-06 03:04:04.796421,113613.0,0.0,24699154931.0,818.38,127620086886391.8,3.13957496,54.0,-0.1817,-0.8395,-3.6324,mempool+blockchain,2025-08-06 03:04:05.713851,,,,,
2759,2025-08-06 02:06:58.456891,113794.0,0.0,24738503835.0,818.38,127620086886391.8,3.14827826,54.0,-0.0232,-0.8429,-3.426,mempool+blockchain,2025-08-06 02:06:59.473019,,,,,
2755,2025-08-06 00:05:48.151042,114101.0,0.0,24805244794.0,843.76,127620086886391.8,3.1457271,54.0,0.0652,-0.8084,-3.1431,mempool+blockchain,2025-08-06 00:05:48.758911,,,,,
11767,2025-08-24 02:38:47.457324,115279.0,2296237357752.0,26194184456.0,986.45,129699156960680.9,3.14190722,53.0,-0.0493,-0.3703,-1.7808,mempool+blockchain,2025-08-24 02:38:47.647922,,,,,
2834,2025-08-07 04:06:51.250758,114565.0,0.0,24849619315.0,894.51,127620086886391.8,3.19532445,62.0,0.0281,0.9702,-3.3043,mempool+blockchain,2025-08-07 04:06:52.366194,,,,,
2826,2025-08-07 00:05:35.015895,114995.0,0.0,24942888082.0,837.41,127620086886391.8,3.1786565,62.0,-0.0793,0.7838,-1.9431,mempool+blockchain,2025-08-07 00:05:35.238080,,,,,
11768,2025-08-24 02:42:23.903369,115210.0,2296237357752.0,26189800145.0,967.11,129699156960680.9,3.12861147,53.0,-0.1096,-0.4305,-1.8401,mempool+blockchain,2025-08-24 02:42:24.719412,,,,,
2895,2025-08-08 00:05:57.452279,117462.0,0.0,25420064054.0,989.67,127620086886391.8,3.13508014,74.0,-0.0758,2.1758,1.1553,mempool+blockchain,2025-08-08 00:05:58.021327,,,,,
2845,2025-08-07 07:05:20.045550,114721.0,0.0,24883456356.0,907.2,127620086886391.8,3.13425555,62.0,0.153,0.5679,-3.0519,mempool+blockchain,2025-08-07 07:05:22.259707,,,,,
11769,2025-08-24 02:53:48.676046,115115.0,2292385804288.0,25422200907.0,973.55,129699156960680.9,3.12861147,53.0,-0.3135,-0.6721,-1.9212,mempool+blockchain,2025-08-24 02:53:48.885722,,,,,
2914,2025-08-08 07:01:44.880991,116703.0,0.0,25255808136.0,938.92,127620086886391.8,3.12734885,74.0,0.1525,1.7162,0.9824,mempool+blockchain,2025-08-08 07:01:45.798268,,,,,
2910,2025-08-08 06:03:53.243300,116541.0,0.0,25220749561.0,945.26,127620086886391.8,3.16052299,74.0,-0.1001,1.6675,0.8153,mempool+blockchain,2025-08-08 06:03:54.160270,,,,,
